"caseid","Treated","Treated_timer","weight_w2","Salience_1","Salience_2","Salience_3","Concern_humanity","Concern_myself","Govt","Highway","Policy_tax","Policy_goal","Behavior_donate","Behavior_march","Concern_humanity_w2","Concern_myself_w2","Govt_w2","Highway_w2","Policy_tax_w2","Policy_goal_w2","Behavior_donate_w2","Behavior_march_w2","Control_heardaction","Salience_1_w2","Salience_2_w2","Salience_3_w2","FT_next_block","FT_next","region","gender","age","profile_age_rec","hovedstaden","FT_next_wing","SalienceClim_any","SalienceClim_any_w2","SalienceClim_noenv","Manipulation_answer","Manipulation_correct","Manipulation_protest","SalienceClim_any_diff","Concern_humanity_diff","Concern_myself_diff","Govt_diff","Highway_diff","Policy_tax_diff","Policy_goal_diff","Behavior_donate_diff","Behavior_march_diff","Concern_diff","Policy_diff","Behavior_diff","Concern","Policy","Behavior","Concern_w2","Policy_w2","Behavior_w2"
5604021148,NA,NA,NA,"Sundhedsvæsnet","Landbrugets miljøsvineri","Unges mistrivsel",5,3,7,5,5,4,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",1,"B. Radikale Venstre","Capital region","Female",25,"18-34",TRUE,"left",TRUE,FALSE,FALSE,NA,0,0,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5610961724,NA,NA,NA,"?","?","?",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,"Ved ikke","Zealand","Female",74,"55+",FALSE,"other",FALSE,FALSE,FALSE,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5620754562,NA,NA,NA,"Krig i Ukraine","Indvandring,og Indvandrere der ikke arbejder, og er på offentlig forsørgelse","Offenlige overforbrug",4,3,4,1,2,2,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",2,"O. Dansk Folkeparti","Capital region","Male",85,"55+",TRUE,"right",FALSE,FALSE,FALSE,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5620869130,NA,NA,NA,"Immigration","Faldene kvalitet på sygehus området","Social ulighed",3,4,2,3,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,"Vil stemme blankt","Southern Denmark","Male",37,"35-54",FALSE,"other",FALSE,FALSE,FALSE,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5623236500,NA,NA,NA,"Miljø","Energi","Udannelse",7,7,7,5,4,4,7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",2,"C. Det Konservative Folkeparti","Capital region","Female",41,"35-54",TRUE,"right",TRUE,FALSE,FALSE,NA,0,0,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5624527288,NA,NA,NA,"Sundhedsområdet","Ældre området","Økonomi",4,6,4,2,4,3,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",2,"C. Det Konservative Folkeparti","Capital region","Female",55,"55+",TRUE,"right",FALSE,FALSE,FALSE,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5624527516,NA,NA,NA,"politiker","","",1,1,4,2,1,1,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,"Vil ikke stemme","Capital region","Female",46,"35-54",TRUE,"other",FALSE,FALSE,FALSE,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5624550764,NA,NA,NA,"Problemer med politiske partier","","",5,3,3,1,3,4,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,"Vil ikke svare","Capital region","Male",31,"18-34",TRUE,"other",FALSE,FALSE,FALSE,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5624797258,NA,NA,NA,"Ældreområdet","Sundhedsvæsnet","Børne- og ungeområdet",4,5,5,4,4,4,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,"Vil stemme blankt","Zealand","Female",22,"18-34",FALSE,"other",FALSE,FALSE,FALSE,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5624970420,NA,NA,NA,"Iltsvind","Krigseffekter","Sundhedssektoren",5,5,7,4,3,3,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",2,"I. Liberal Alliance","Capital region","Male",29,"18-34",TRUE,"right",TRUE,FALSE,FALSE,NA,0,0,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5625007506,NA,NA,NA,"Unges trivsel","Mangel på kvalificeret arbejdskraft","Ventetider på sygehuse",4,1,3,3,1,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",2,"I. Liberal Alliance","Capital region","Female",43,"35-54",TRUE,"right",FALSE,FALSE,FALSE,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5625047506,NA,NA,NA,"Indvandrere uden arbejde","Terrortrusler fra extremister","Vi er blevet krænkelsessky",7,4,3,1,4,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",2,"V. Venstre, Danmarks Liberale Parti","Middle Jutland","Male",69,"55+",FALSE,"right",FALSE,FALSE,FALSE,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5625047622,NA,NA,NA,"Økonomisk ulighed","Manglende ressourcer i sundheds- og plejesektoren","Klimakrisen",6,6,4,NA,4,5,6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,"Ved ikke","Capital region","Female",50,"35-54",TRUE,"other",TRUE,FALSE,TRUE,NA,0,0,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5625086502,NA,NA,NA,"Krig/forsvar","Sundhedsvæsen","Skolevæsen",4,4,5,2,4,4,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",3,"M. Moderaterne","Southern Denmark","Male",31,"18-34",FALSE,"right",FALSE,FALSE,FALSE,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5625101230,NA,NA,NA,"ældre","psykiatrien","sygehusene",4,4,5,3,3,3,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",1,"A. Socialdemokratiet","Southern Denmark","Female",66,"55+",FALSE,"left",FALSE,FALSE,FALSE,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5625160638,NA,NA,NA,"Psykisk sygdom","Mistrivsel","Madspild",7,7,3,3,5,4,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",1,"A. Socialdemokratiet","North Jutland","Female",24,"18-34",FALSE,"left",FALSE,FALSE,FALSE,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5625160792,NA,NA,NA,"klima","indvandring","ny regering",3,4,5,2,2,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",2,"C. Det Konservative Folkeparti","Southern Denmark","Male",84,"55+",FALSE,"right",TRUE,FALSE,TRUE,NA,0,0,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5625180482,NA,NA,NA,"klima","mangler plejepersonaler","for dyrt et land",7,4,6,5,5,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",1,"F. SF - Socialistisk Folkeparti","Capital region","Female",47,"35-54",TRUE,"left",TRUE,FALSE,TRUE,NA,0,0,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5625180622,NA,NA,NA,"Krig","Skat","Folketinget",4,5,3,4,4,3,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",2,"O. Dansk Folkeparti","Capital region","Female",58,"55+",TRUE,"right",FALSE,FALSE,FALSE,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5625204546,NA,NA,NA,"Svindel med penge","Udlændinge","Og korruption i det offentlig",4,6,4,2,2,4,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",2,"Æ. Danmarksdemokraterne - Inger Støjberg","North Jutland","Male",48,"35-54",FALSE,"right",FALSE,FALSE,FALSE,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5625211186,NA,NA,NA,"Ved ikke","","",4,2,2,2,3,5,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,"Ved ikke","Capital region","Male",35,"35-54",TRUE,"other",FALSE,FALSE,FALSE,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5625234100,NA,NA,NA,"Ved ikke","","",2,2,1,2,NA,4,3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,"Vil ikke svare","Capital region","Male",23,"18-34",TRUE,"other",FALSE,FALSE,FALSE,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5625245966,NA,NA,NA,"Skat","Forsvaret ø","Udlændingepolitik",4,4,3,3,1,4,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",2,"I. Liberal Alliance","Capital region","Male",30,"18-34",TRUE,"right",FALSE,FALSE,FALSE,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5625246458,NA,NA,NA,"Klima","Krig","Miljø",7,7,7,3,5,5,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",1,"Ø. Enhedslisten - De Rød-Grønne","Middle Jutland","Male",26,"18-34",FALSE,"left",TRUE,FALSE,TRUE,NA,0,0,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5625256476,NA,NA,NA,"Økonomisk inflation","Prisstigninger på levevis","Skatter",5,7,3,2,4,5,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,"Vil ikke svare","Capital region","Male",31,"18-34",TRUE,"other",FALSE,FALSE,FALSE,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5625263092,NA,NA,NA,"Høj inflation","For mange penge til Ukraine","",4,4,1,2,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,"Ved ikke","Southern Denmark","Male",26,"18-34",FALSE,"other",FALSE,FALSE,FALSE,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5625266422,NA,NA,NA,"Klimaforandringer","Stigende kriminalitet","Stoffer",7,6,3,3,4,4,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",1,"Ø. Enhedslisten - De Rød-Grønne","Middle Jutland","Female",23,"18-34",FALSE,"left",TRUE,FALSE,TRUE,NA,0,0,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5625315618,NA,NA,NA,"skat","","",4,4,NA,NA,4,3,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,"Vil ikke svare","Capital region","Male",31,"18-34",TRUE,"other",FALSE,FALSE,FALSE,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5625328426,NA,NA,NA,"Sundhedsvæsenet","Forsvaret","Inflation",6,5,5,4,3,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",2,"D. Nye Borgerlige","Capital region","Male",29,"18-34",TRUE,"right",FALSE,FALSE,FALSE,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5625328612,NA,NA,NA,"Klima forandring","Skatter","",5,5,3,1,4,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,"Vil ikke svare","Capital region","Male",31,"18-34",TRUE,"other",TRUE,FALSE,TRUE,NA,0,0,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5625341146,NA,NA,NA,"Klima forandring","","",5,5,3,2,4,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,"Vil ikke svare","Capital region","Male",31,"18-34",TRUE,"other",TRUE,FALSE,TRUE,NA,0,0,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5625367816,NA,NA,NA,"Klima","Uddannelse","Velfærd i fremtiden især psykiatri",7,6,7,5,4,5,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",1,"F. SF - Socialistisk Folkeparti","Southern Denmark","Female",22,"18-34",FALSE,"left",TRUE,FALSE,TRUE,NA,0,0,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5625380138,NA,NA,NA,"Høj arbejsløshed blandt unge over 18 år","Høje energipriser","Global opvarmning / klimaproblemer",7,5,4,NA,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",1,"A. Socialdemokratiet","Southern Denmark","Female",20,"18-34",FALSE,"left",TRUE,FALSE,TRUE,NA,0,0,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5625383024,NA,NA,NA,"Klima forandring","","",5,5,3,2,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,"Vil ikke svare","Capital region","Male",31,"18-34",TRUE,"other",TRUE,FALSE,TRUE,NA,0,0,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5625407290,NA,NA,NA,"Klima forandring","Klima forandring","",5,5,3,2,5,4,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,"Vil ikke svare","Capital region","Male",31,"18-34",TRUE,"other",TRUE,FALSE,TRUE,NA,0,0,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5625449166,NA,NA,NA,"pris","gas","mad",3,4,2,3,5,3,6,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",1,"A. Socialdemokratiet","North Jutland","Male",23,"18-34",FALSE,"left",FALSE,FALSE,FALSE,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5625460622,NA,NA,NA,"Ved ikke","","",4,2,4,5,1,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",2,"Æ. Danmarksdemokraterne - Inger Støjberg","Southern Denmark","Female",35,"35-54",FALSE,"right",FALSE,FALSE,FALSE,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5625482594,NA,NA,NA,"Sundhed","Uddannelsen","",4,3,NA,2,3,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,"Har ikke stemmeret","Southern Denmark","Female",28,"18-34",FALSE,"other",FALSE,FALSE,FALSE,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5625527606,NA,NA,NA,"intet","","",2,6,2,4,1,2,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",2,"D. Nye Borgerlige","Capital region","Male",44,"35-54",TRUE,"right",FALSE,FALSE,FALSE,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5625552616,NA,NA,NA,"Miljø","Sundhed","Arbejdskraft",7,7,4,3,4,4,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",1,"F. SF - Socialistisk Folkeparti","Middle Jutland","Male",56,"55+",FALSE,"left",TRUE,FALSE,FALSE,NA,0,0,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5625588622,NA,NA,NA,"Mangel på sygeplejersker","Mangel på læger","Dyre fødevarer",2,3,5,3,2,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",1,"A. Socialdemokratiet","North Jutland","Female",27,"18-34",FALSE,"left",FALSE,FALSE,FALSE,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5625597892,NA,NA,NA,"Ved ikke","Ved ikke","Ved ikke",6,5,4,2,NA,4,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,"Ved ikke","Capital region","Female",26,"18-34",TRUE,"other",FALSE,FALSE,FALSE,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5625622642,NA,NA,NA,"-","","",4,4,4,3,1,1,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,"Ved ikke","Zealand","Female",36,"35-54",FALSE,"other",FALSE,FALSE,FALSE,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5625623716,NA,NA,NA,"Økonomi","Energi","Indvandring",5,5,4,3,3,4,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,"Vil stemme blankt","Southern Denmark","Male",26,"18-34",FALSE,"other",FALSE,FALSE,FALSE,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5625658620,NA,NA,NA,"Sundhed","Børn/unge/uddannelse","Ældre",2,NA,NA,NA,2,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,"Vil stemme blankt","Zealand","Female",27,"18-34",FALSE,"other",FALSE,FALSE,FALSE,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5625694408,NA,NA,NA,"Miljø","Velfærd","",7,7,4,4,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",1,"F. SF - Socialistisk Folkeparti","Zealand","Male",69,"55+",FALSE,"left",TRUE,FALSE,FALSE,NA,0,0,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5625746554,NA,NA,NA,"Mangel på parkeringspladser i storbyer","Forsinkelser og aflysninger i offentlig transport","Høje afgifter generelt.",1,4,2,1,1,4,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,"Vil ikke svare","Capital region","Male",43,"35-54",TRUE,"other",FALSE,FALSE,FALSE,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5625778986,NA,NA,NA,"Inflation","Klima","Udenrigspolitik",7,6,1,2,4,4,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",3,"M. Moderaterne","Capital region","Male",33,"18-34",TRUE,"right",TRUE,FALSE,TRUE,NA,0,0,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5625926396,NA,NA,NA,"Personalemangel på sygehuse","Narko- og alkoholmisbrug","Mangel på bibelkundskab",2,4,3,3,4,4,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,"Vil ikke stemme","Capital region","Male",83,"55+",TRUE,"other",FALSE,FALSE,FALSE,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5626320936,NA,NA,NA,"Sundhedsvæsenet","Pensioner","Svindler",6,4,3,2,3,4,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",1,"A. Socialdemokratiet","Middle Jutland","Male",70,"55+",FALSE,"left",FALSE,FALSE,FALSE,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5626369826,NA,NA,NA,"Folkting","Spar","Ved ikke",1,2,4,NA,NA,NA,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,"Har ikke stemmeret","Southern Denmark","Male",46,"35-54",FALSE,"other",FALSE,FALSE,FALSE,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5626501404,NA,NA,NA,"Krisen","","",5,5,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",2,"O. Dansk Folkeparti","Capital region","Female",30,"18-34",TRUE,"right",FALSE,FALSE,FALSE,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5626522806,NA,NA,NA,"Sundhedsvæsenet","Ældrepleje","Bolig",NA,3,3,3,3,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,"Ved ikke","Capital region","Female",46,"35-54",TRUE,"other",FALSE,FALSE,FALSE,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5626523588,NA,NA,NA,"Sundhed","Integration","Handicap",4,3,3,3,4,3,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",2,"C. Det Konservative Folkeparti","Middle Jutland","Female",63,"55+",FALSE,"right",FALSE,FALSE,FALSE,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5626537104,NA,NA,NA,"Krig","Klima","Hjulmand",4,3,6,2,2,3,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",1,"B. Radikale Venstre","Capital region","Male",31,"18-34",TRUE,"left",TRUE,FALSE,TRUE,NA,0,0,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5626537200,NA,NA,NA,"Klima","Krige","Prioritering i velfærd",NA,7,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,"Ved ikke","Capital region","Female",43,"35-54",TRUE,"other",TRUE,FALSE,TRUE,NA,0,0,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5626545990,NA,NA,NA,"Indvandre politik","Skattereformen","Sænk skatten",2,1,4,2,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",2,"I. Liberal Alliance","North Jutland","Male",26,"18-34",FALSE,"right",FALSE,FALSE,FALSE,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5626593374,NA,NA,NA,"Ejendomsvurderinger","Boliger til unge","Skat",3,4,1,1,1,3,2,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",2,"V. Venstre, Danmarks Liberale Parti","Capital region","Female",33,"18-34",TRUE,"right",FALSE,FALSE,FALSE,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5626661698,NA,NA,NA,"indvandring","sundhedssektor","korruption i regeringen",5,5,3,2,2,4,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",2,"Æ. Danmarksdemokraterne - Inger Støjberg","Middle Jutland","Male",34,"18-34",FALSE,"right",FALSE,FALSE,FALSE,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5626800616,NA,NA,NA,"Penge","Miljø","Skat",6,3,4,5,3,4,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",1,"B. Radikale Venstre","Capital region","Female",20,"18-34",TRUE,"left",TRUE,FALSE,FALSE,NA,0,0,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5626816528,NA,NA,NA,"mangel på sundhedspersonale","psykiatrien","klimaet",6,7,2,4,4,4,7,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",2,"O. Dansk Folkeparti","Capital region","Female",61,"55+",TRUE,"right",TRUE,FALSE,TRUE,NA,0,0,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5626832584,NA,NA,NA,"Klimaændringer","","",6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",1,"Ø. Enhedslisten - De Rød-Grønne","Capital region","Female",19,"18-34",TRUE,"left",TRUE,FALSE,TRUE,NA,0,0,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5626856312,NA,NA,NA,"Sundhedsvæsen","Uddannelsessystem","Ældrepleje",5,5,5,4,2,2,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,"Ved ikke","Capital region","Female",49,"35-54",TRUE,"other",FALSE,FALSE,FALSE,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5626856834,NA,NA,NA,"Inflation","Korruption","WEF",1,1,4,1,1,1,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,"Ved ikke","Zealand","Male",50,"35-54",FALSE,"other",FALSE,FALSE,FALSE,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5626898092,NA,NA,NA,"Integration","Narkokriminalitet","Immigration",7,4,7,4,2,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",2,"I. Liberal Alliance","Middle Jutland","Male",31,"18-34",FALSE,"right",FALSE,FALSE,FALSE,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5626914268,NA,NA,NA,"Ældre","Unge","Kvinder",6,5,4,5,3,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",1,"B. Radikale Venstre","Middle Jutland","Female",24,"18-34",FALSE,"left",FALSE,FALSE,FALSE,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5626915720,NA,NA,NA,"Folkeskolen","Ventelister på sygehuse","Socialdemokratisk regering",4,5,4,3,3,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",2,"I. Liberal Alliance","Capital region","Female",80,"55+",TRUE,"right",FALSE,FALSE,FALSE,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5626961636,NA,NA,NA,"klima","had mm via sociale medier","ukvalificerede mennesker i forkerte job. fx ingen omsorg i ældreplejen, kun delvist hjælp til opretholdelse af livet.",7,2,5,3,5,4,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",1,"Å. Alternativet","Southern Denmark","Male",64,"55+",FALSE,"left",TRUE,FALSE,TRUE,NA,0,0,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
