"caseid","Treated","Treated_timer","weight_w2","Salience_1","Salience_2","Salience_3","Concern_humanity","Concern_myself","Govt","Highway","Policy_tax","Policy_goal","Behavior_donate","Behavior_march","Concern_humanity_w2","Concern_myself_w2","Govt_w2","Highway_w2","Policy_tax_w2","Policy_goal_w2","Behavior_donate_w2","Behavior_march_w2","Control_heardaction","Salience_1_w2","Salience_2_w2","Salience_3_w2","FT_next_block","FT_next","region","gender","age","profile_age_rec","hovedstaden","FT_next_wing","SalienceClim_any","SalienceClim_any_w2","SalienceClim_noenv","Manipulation_answer","Manipulation_correct","Manipulation_protest","SalienceClim_any_diff","Concern_humanity_diff","Concern_myself_diff","Govt_diff","Highway_diff","Policy_tax_diff","Policy_goal_diff","Behavior_donate_diff","Behavior_march_diff","Concern_diff","Policy_diff","Behavior_diff","Concern","Policy","Behavior","Concern_w2","Policy_w2","Behavior_w2"
5698706166,1,80.018,1.31931356257,"Sundhedssystemet","Uduelig regering","Forkert fordeling af arbejdsstyrken",2,1,6,2,2,1,1,1,3,3,6,2,2,1,1,1,NA,"ejendomsvurderingerne","krigen i Ukraine","sundhedsvæsenet",2,"Æ. Danmarksdemokraterne - Inger Støjberg","Middle Jutland","Male",74,"55+",FALSE,"right",FALSE,FALSE,FALSE,"motorvejsudvidelser",1,0,0,1,2,0,0,0,0,0,0,1.5,0,0,1.5,1.5,1,3,1.5,1
5698706170,0,0,1.24660952724,"Terrorisme","Uddannelse","Psykiatrien",5,5,3,3,4,4,4,4,5,5,3,2,3,4,6,6,0,"Økonomi","","",1,"A. Socialdemokratiet","Capital region","Male",28,"18-34",TRUE,"left",FALSE,FALSE,FALSE,NA,0,0,0,0,0,0,-1,-1,0,2,2,0,-0.5,2,5,4,4,5,3.5,6
5698706182,1,48.094,0.576652232053,"Klima","Integration","Økonomien i kommunerne",5,7,6,4,4,4,4,4,7,7,7,4,4,4,5,2,NA,"Klimaændringer","","",NA,"Ved ikke","Capital region","Female",60,"55+",TRUE,"other",TRUE,TRUE,TRUE,"Klima ændringerne",1,0,0,2,0,1,0,0,0,1,-2,1,0,-0.5,6,4,4,7,4,3.5
5698740200,0,0,0.576652232053,"Klimaforandringer","Ældrepleje","Sundhedspolitik",7,5,3,4,4,4,3,3,7,5,3,4,4,5,4,1,1,"Klimaforandringer","Terrorrisiko","Forurening",1,"A. Socialdemokratiet","Capital region","Female",65,"55+",TRUE,"left",TRUE,TRUE,TRUE,"Klimaet",1,0,0,0,0,0,0,0,1,1,-2,0,0.5,-0.5,6,4,3,6,4.5,2.5
5698752348,1,38.782,0.643393365977,"Uligehed","Narcissistisk statsminister","Miljøet",7,7,6,3,5,5,6,7,5,6,6,4,5,4,4,2,NA,"Magt liderlighed fører til egoisme/narcissisme","Social ulighed og udskammende adfærd over for de med få midler","Klima forandringer",1,"Ø. Enhedslisten - De Rød-Grønne","Capital region","Female",52,"35-54",TRUE,"left",TRUE,TRUE,FALSE,"Klimaet",1,0,0,-2,-1,0,1,0,-1,-2,-5,-1.5,-0.5,-3.5,7,5,6.5,5.5,4.5,3
5698782176,0,0,0.576652232053,"Miljø","Krig","Højredrejning",7,7,7,5,5,5,7,4,7,7,4,5,5,5,6,5,0,"Miljø","Uddannelse","Børn",1,"Ø. Enhedslisten - De Rød-Grønne","Capital region","Female",61,"55+",TRUE,"left",TRUE,TRUE,FALSE,NA,0,0,0,0,0,-3,0,0,0,-1,1,0,0,0,7,5,5.5,7,5,5.5
5698788084,1,4.82,1.40264987432,"Invandrere","Inflation","Handicap området",7,1,3,1,1,5,1,1,6,5,1,1,1,1,1,1,NA,"Klimaaktivister","Indvandre","Staten",1,"A. Socialdemokratiet","Middle Jutland","Male",25,"18-34",FALSE,"left",FALSE,TRUE,FALSE,"De skal bare opføre sig ordenligt.",0,1,1,-1,4,-2,0,0,-4,0,0,1.5,-2,0,4,3,1,5.5,1,1
5698788108,1,7.714,0.734538285415,"Statsminister der er sluppet afsted med at bryde grundloven","Knæfald for de krænkelsesparate","En realistisk tilgang til kriminelle udlændinge",4,4,4,1,1,4,1,2,5,4,3,1,2,2,1,1,NA,"Politiker lede","Manglende advokatundersøgelse af slette mette","FE undersøgelse omfang gør den ligegyldig",2,"D. Nye Borgerlige","Capital region","Male",51,"35-54",TRUE,"right",FALSE,FALSE,FALSE,"At de gør sig uheldigt bemærket ved at irritere borgerne istedet for at lave kampagner på SoMe",0,1,0,1,0,-1,0,1,-2,0,-1,0.5,-0.5,-0.5,4,2.5,1.5,4.5,2,1
5698875580,0,0,1.22539677105,"Sundhedsvæsen","Børn/ældre","Klima",5,5,2,3,4,3,6,1,5,5,3,2,4,4,6,1,1,"Klima","Sundhed","Børn/ ældre",NA,"Ved ikke","Southern Denmark","Female",64,"55+",FALSE,"other",TRUE,TRUE,TRUE,"Ved ikke",0,0,0,0,0,1,-1,0,1,0,0,0,0.5,0,5,3.5,3.5,5,4,3.5
5698875582,1,64.989,0.576652232053,"Klima","Bandekriminalitet","Sunhedsvæsnet",7,6,7,4,4,5,NA,2,7,7,4,5,4,4,4,4,NA,"Klima","Sundhedsvæsnet","Krigen Ukraine",1,"A. Socialdemokratiet","Capital region","Female",67,"55+",TRUE,"left",TRUE,TRUE,TRUE,"Stoppe opførelsen af ny motorveje",1,0,0,0,1,-3,1,0,-1,NA,2,0.5,-0.5,2,6.5,4.5,2,7,4,4
5698875594,0,0,0.576652232053,"indvandring","ældrepleje","sundhedssystemet",NA,NA,NA,5,1,3,1,1,3,4,NA,4,2,3,1,1,0,"Integration/indvandring","Sundhedsvæsen","Alt for mange milliarder ud af landet",2,"Æ. Danmarksdemokraterne - Inger Støjberg","Capital region","Female",63,"55+",TRUE,"right",FALSE,FALSE,FALSE,NA,0,0,0,NA,NA,NA,-1,1,0,0,0,NA,0.5,0,NA,2,1,NA,2.5,1
5698875600,1,20.212,0.687435401644,"indvandrere","økonomi","ældre",7,6,7,2,4,5,5,3,7,5,3,3,4,5,4,3,NA,"Klima","Politik","Sundhedsvæsen",1,"Ø. Enhedslisten - De Rød-Grønne","Capital region","Female",31,"18-34",TRUE,"left",FALSE,TRUE,FALSE,"klimaet",1,0,1,0,-1,-4,1,0,0,-1,0,-0.5,0,-0.5,6.5,4.5,4,6,4.5,3.5
5698907222,0,0,0.521438518709,"Krigen i Ukraine","Krigen i Ukraine","Krigen i Ukraine",4,5,4,3,3,4,1,1,6,5,5,3,4,4,1,1,0,"krigen i Ukraine","klima","Paludan",3,"M. Moderaterne","Capital region","Male",62,"55+",TRUE,"right",FALSE,TRUE,FALSE,NA,0,0,1,2,0,1,0,1,0,0,0,1,0.5,0,4.5,3.5,1,5.5,4,1
5698946858,1,28.18,0.734538285415,"Antisemitisme","Sikkerhed","Personlig frihed",6,5,3,1,4,4,3,1,6,5,3,1,4,4,4,1,NA,"Grøn omstilling","Sikkerhed","Frihedsrettigheder",2,"C. Det Konservative Folkeparti","Capital region","Male",43,"35-54",TRUE,"right",FALSE,FALSE,FALSE,"Bygning af nye motorveje",1,0,0,0,0,0,0,0,0,1,0,0,0,0.5,5.5,4,2,5.5,4,2.5
5698958482,0,0,0.521438518709,"Ved ikke","Ved ikke","Ved ikke",4,4,4,3,3,3,4,7,4,4,4,3,3,3,4,4,0,"Fællesskab","Fællesskab","Fællesskab",1,"F. SF - Socialistisk Folkeparti","Capital region","Male",77,"55+",TRUE,"left",FALSE,FALSE,FALSE,NA,0,0,0,0,0,0,0,0,0,0,-3,0,0,-1.5,4,3,5.5,4,3,4
5698958484,1,72.984,1.22539677105,"klima","ulighed","nedskæringer på ældre/børne/psykisk sårbare mm områder",7,7,5,3,4,5,5,2,7,7,1,4,5,5,2,2,NA,"klima","forskels behandling mellem fattig/rig","regeringen er utroværdig",1,"F. SF - Socialistisk Folkeparti","Southern Denmark","Female",66,"55+",FALSE,"left",TRUE,TRUE,TRUE,"Ved ikke",0,0,0,0,0,-4,1,1,0,-3,0,0,0.5,-1.5,7,4.5,3.5,7,5,2
5698958492,1,16.269,0.734538285415,"Skattetryk","Indvandring","Kriminalitet",4,4,4,3,1,3,1,1,4,4,4,3,2,3,4,1,NA,"Skattetryk","Priser på fødevarer","Indvandring",2,"D. Nye Borgerlige","Capital region","Male",46,"35-54",TRUE,"right",FALSE,FALSE,FALSE,"Motorvej",1,0,0,0,0,0,0,1,0,3,0,0,0.5,1.5,4,2,1,4,2.5,2.5
5698958494,0,0,0.734538285415,"Det ved jeg ikk","","",5,4,NA,NA,2,NA,1,1,7,5,NA,2,2,4,4,6,0,"Ny regering","","",NA,"Vil stemme blankt","Capital region","Male",50,"35-54",TRUE,"other",FALSE,FALSE,FALSE,NA,0,0,0,2,1,NA,NA,0,NA,3,5,1.5,0,4,4.5,2,1,6,2,5
5699030812,1,44.336,1.95888012612,"mangel på tillid til Dansk politi","udlændingenes kriminalitet","politikerne er totalt ude af trit med befolkningen",4,4,2,5,3,1,4,1,4,4,4,5,3,3,1,1,NA,"kriminalitet blandt udlændinge","ingen velfærd til ældre","dårlig pleje på sygehusene",NA,"Ved ikke","North Jutland","Female",66,"55+",FALSE,"other",FALSE,FALSE,FALSE,"nej til flere motorveje",1,0,0,0,0,2,0,0,2,-3,0,0,1,-1.5,4,2,2.5,4,3,1
5699043562,0,0,0.576652232053,"Regeringen","","",7,4,4,NA,NA,NA,5,NA,6,6,7,5,1,3,4,1,0,"Terror","Krigen i Europa","Tja",NA,"Ved ikke","Capital region","Female",60,"55+",TRUE,"other",FALSE,FALSE,FALSE,NA,0,0,0,-1,2,3,NA,NA,NA,-1,NA,0.5,NA,-1,5.5,NA,5,6,NA,4
5699043568,0,0,0.643393365977,"Invandrere/kriminalitet","Klima","Sundhedssystemet",5,5,5,4,3,NA,1,1,4,6,4,3,3,3,1,1,0,"Kriminalitet","Klima","Økonomi",2,"I. Liberal Alliance","Capital region","Female",42,"35-54",TRUE,"right",TRUE,TRUE,TRUE,NA,0,0,0,-1,1,-1,-1,0,NA,0,0,0,0,0,5,3,1,5,3,1
5699043584,0,0,0.521438518709,"Muslimer","Rusland","Kina",6,6,5,2,3,4,4,4,5,4,4,2,3,3,4,4,0,"Indvandring","Støtte til Ukraine","Ytringsfrihed",2,"Æ. Danmarksdemokraterne - Inger Støjberg","Capital region","Male",55,"55+",TRUE,"right",FALSE,FALSE,FALSE,NA,0,0,0,-1,-2,-1,0,0,-1,0,0,-1.5,-0.5,0,6,3.5,4,4.5,3,4
5699075184,0,0,0.576652232053,"uro i verden","klima","",7,4,7,3,3,3,4,1,7,7,4,NA,5,4,2,1,0,"klima","verdens ufred","",3,"M. Moderaterne","Capital region","Female",69,"55+",TRUE,"right",TRUE,TRUE,TRUE,NA,0,0,0,0,3,-3,NA,2,1,-2,0,1.5,1.5,-1,5.5,3,2.5,7,4.5,1.5
5699075188,1,25.65,1.0899667967,"Skat","Indvandring","Reel korruption",2,3,2,2,1,2,1,1,5,4,2,2,1,2,1,1,NA,"skattetryk","forsvar","indvandring",2,"C. Det Konservative Folkeparti","Zealand","Male",74,"55+",FALSE,"right",FALSE,FALSE,FALSE,"klima",1,0,0,3,1,0,0,0,0,0,0,2,0,0,2.5,1.5,1,4.5,1.5,1
5699122110,1,11.143,1.3380885417,"Mangel på penge til det offentlige","","",6,4,7,5,4,NA,7,3,7,5,6,5,4,3,6,1,NA,"Sygehusvæsenet","Klima og miljø","Ved ikke",1,"F. SF - Socialistisk Folkeparti","Southern Denmark","Male",45,"35-54",FALSE,"left",FALSE,TRUE,FALSE,"Ved ikke",0,0,1,1,1,-1,0,0,NA,-1,-2,1,0,-1.5,5,4,5,6,4,3.5
5699122122,1,67.081,1.40264987432,"Mangel på sundhedspersonale","Dårlig og ineffektiv forvaltning af offentlige midler","Mental sundhed",7,5,4,2,4,4,3,1,7,7,5,2,3,4,5,2,NA,"Dalende kvalitet i sundhedsvæsnet","Øget usikkerhed i Europa","Klimaforandringer",NA,"Ved ikke","Middle Jutland","Male",31,"18-34",FALSE,"other",FALSE,TRUE,FALSE,"At stoppe byggeri af motorveje for ikke at eskalere klimakrisen yderligere.",1,0,1,0,2,1,0,-1,0,2,1,1,-0.5,1.5,6,4,2,7,3.5,3.5
5699123654,1,2.33,0.687435401644,"Ved ikke","","",4,4,4,3,3,3,4,4,4,4,4,3,3,3,4,4,NA,"Ved ikke","Ved ikke","Ved ikke",1,"B. Radikale Venstre","Capital region","Female",34,"18-34",TRUE,"left",FALSE,FALSE,FALSE,"Ved ikke",0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,4,3,4
5699133830,0,0,1.27282691501,"klima","Fattigdom børn","kriminalitet",7,7,4,3,4,4,4,4,7,7,4,3,5,NA,4,4,0,"fattige børn","klima","kriminalitet",NA,"Ved ikke","Middle Jutland","Female",67,"55+",FALSE,"other",TRUE,TRUE,TRUE,NA,0,0,0,0,0,0,0,1,NA,0,0,0,1,0,7,4,4,7,5,4
5699133832,1,33.924,0.643393365977,"Sundhedsvæsnet","Miljø","Manglende pædagoger",5,4,7,4,5,4,5,1,5,4,5,4,5,4,1,1,NA,"Manglende ressourcer i sundhedsvæsnet","Dyrt boligmarked i København","Mistrivsel blandt børn og unge",NA,"Ved ikke","Capital region","Female",36,"35-54",TRUE,"other",TRUE,FALSE,FALSE,"Byg af nye motorveje",1,0,-1,0,0,-2,0,0,0,-4,0,0,0,-2,4.5,4.5,3,4.5,4.5,1
5699133838,0,0,0.576652232053,"Psykiatrien","Banderelateret kriminalitet","Stigende offentlige udgifter",3,4,4,3,4,4,1,1,3,4,4,3,2,4,1,1,0,"Psykiatrien","Bandekriminalitet","Offentlige udgifter",3,"M. Moderaterne","Capital region","Female",55,"55+",TRUE,"right",FALSE,FALSE,FALSE,NA,0,0,0,0,0,0,0,-2,0,0,0,0,-1,0,3.5,4,1,3.5,3,1
5699164458,1,11.524,1.07403862654,"Ventelister på sygehusene","Indvandring af ikke-vestlige lande","Ældreplejen",4,4,4,1,5,5,1,1,4,4,3,1,4,3,1,1,NA,"Kriminalitet fra indvandrere","Ventetider på sygehuset","Vilkår for ældre",2,"V. Venstre, Danmarks Liberale Parti","Middle Jutland","Female",54,"35-54",FALSE,"right",FALSE,FALSE,FALSE,"Ved ikke",0,0,0,0,0,-1,0,-1,-2,0,0,0,-1.5,0,4,5,1,4,3.5,1
5699164466,0,0,0.643393365977,"Sundhedsvæsnet er for dårligt","Ældreplejen er for dårlig","Grøn omstilling",6,7,6,3,5,4,NA,1,6,7,5,3,5,5,NA,1,1,"Sundhedsvæsnet er for dårligt","Trusler udefra","Miljøet",1,"Ø. Enhedslisten - De Rød-Grønne","Capital region","Female",47,"35-54",TRUE,"left",FALSE,TRUE,FALSE,"Global opvarmning",1,0,1,0,0,-1,0,0,1,NA,0,0,0.5,0,6.5,4.5,1,6.5,5,1
5699166614,0,0,1.39965567421,"inflacoen","","",5,4,6,3,3,3,5,5,5,5,4,3,3,3,4,5,0,"priser","","",NA,"Ved ikke","Southern Denmark","Female",25,"18-34",FALSE,"other",FALSE,FALSE,FALSE,NA,0,0,0,0,1,-2,0,0,0,-1,0,0.5,0,-0.5,4.5,3,5,5,3,4.5
5699176430,1,50.132,0.521438518709,"Sundhedsvæsen","Social ulighed","Grøn omstilling",6,3,5,4,5,3,2,1,5,4,6,3,4,4,3,2,NA,"Sundhedsvæsenet","Klima","Social ulighed",1,"F. SF - Socialistisk Folkeparti","Capital region","Male",59,"55+",TRUE,"left",FALSE,TRUE,FALSE,"Klimaforandringer",1,0,1,-1,1,1,-1,-1,1,1,1,0,0,1,4.5,4,1.5,4.5,4,2.5
5699213156,0,0,1.24660952724,"Høje priser","","",2,1,5,2,NA,NA,NA,NA,4,4,4,3,1,3,1,1,0,"Økonomi","","",NA,"Ved ikke","Capital region","Male",18,"18-34",TRUE,"other",FALSE,FALSE,FALSE,NA,0,0,0,2,3,-1,1,NA,NA,NA,NA,2.5,NA,NA,1.5,NA,NA,4,NA,NA
5699221868,0,0,0.734538285415,"Fred i verden","Klima","Sundhedsvæsen",7,7,1,5,5,5,6,6,7,7,2,5,NA,5,4,4,0,"Klima","Sundhed","Krig",1,"F. SF - Socialistisk Folkeparti","Capital region","Male",50,"35-54",TRUE,"left",TRUE,TRUE,TRUE,NA,0,0,0,0,0,1,0,NA,0,-2,-2,0,0,-2,7,5,6,7,5,4
5699265064,1,34.073,0.521438518709,"sundhed","klima","integration",6,5,3,3,4,3,5,2,5,5,4,3,4,4,4,3,NA,"sundhed","klima","sikkerhed",3,"M. Moderaterne","Capital region","Male",66,"55+",TRUE,"right",TRUE,TRUE,TRUE,"klima",1,0,0,-1,0,1,0,0,1,-1,1,-0.5,0.5,0,5.5,3.5,3.5,5,4,3.5
5699279138,1,20.08,1.25078343713,"Børns mistrivsel og nedbringelse af ventelister","Klima","Økonomi generelt",7,6,3,2,1,2,2,1,7,6,3,1,1,3,1,1,NA,"Stigende mistrivsel hos børn","Klimaet","Inflationen",3,"M. Moderaterne","Middle Jutland","Male",43,"35-54",FALSE,"right",TRUE,TRUE,TRUE,"Ved ikke",0,0,0,0,0,0,-1,0,1,-1,0,0,0.5,-0.5,6.5,1.5,1.5,6.5,2,1
5699299688,1,65.234,0.687435401644,"Krig","Race","Klima",6,5,6,4,4,4,1,5,5,5,4,4,4,4,3,4,NA,"Krig","Terror","Mental sundhed",NA,"Vil ikke svare","Capital region","Female",25,"18-34",TRUE,"other",TRUE,FALSE,TRUE,"Ved ikke",0,0,-1,-1,0,-2,0,0,0,2,-1,-0.5,0,0.5,5.5,4,3,5,4,3.5
5700110294,1,15.22,0.521438518709,"Ufred i Verden","Sundhedsvæsenet","De ældre",5,5,2,3,3,3,3,1,5,4,1,3,3,2,1,1,NA,"Terror","Emigranter","Bander",1,"A. Socialdemokratiet","Capital region","Male",77,"55+",TRUE,"left",FALSE,FALSE,FALSE,"Miljø",1,0,0,0,-1,-1,0,0,-1,-2,0,-0.5,-0.5,-1,5,3,2,4.5,2.5,1
5700110312,1,66.132,1.4852295591,"klimaet","energipriser","troværdighed",5,6,5,2,4,4,5,3,5,5,3,1,5,5,3,1,NA,"lægemangel","mangel for personale pospitalet","stigende energipriser",2,"O. Dansk Folkeparti","Zealand","Female",63,"55+",FALSE,"right",TRUE,FALSE,TRUE,"Ved ikke",0,0,-1,0,-1,-2,-1,1,1,-2,-2,-0.5,1,-2,5.5,4,4,5,5,2
5700110334,1,52.079,0.687435401644,"Flygtninge","inflation","",3,5,5,3,1,NA,5,7,2,4,4,3,1,2,3,1,NA,"Udlændingepolitik","inflation","",NA,"Ved ikke","Capital region","Female",32,"18-34",TRUE,"other",FALSE,FALSE,FALSE,"Kør forsigtigt",0,0,0,-1,-1,-1,0,0,NA,-2,-6,-1,0,-4,4,1,6,3,1,2
5700158160,0,0,1.07403862654,"psykiatrien","terrortrussel","unge og stoffer",5,5,4,4,3,3,5,1,5,4,4,4,3,3,3,3,0,"Klima","Terror/krig","stor ulighed",NA,"Ved ikke","Middle Jutland","Female",48,"35-54",FALSE,"other",FALSE,TRUE,FALSE,NA,0,0,1,0,-1,0,0,0,0,-2,2,-0.5,0,0,5,3,3,4.5,3,3
5700158168,0,0,0.734538285415,"Terror/hadforbrydelser","Antisemitisme","Ekstremisme",5,3,1,5,3,1,1,1,1,1,1,4,1,1,1,1,1,"Terror","Radikaliserede islamister","Indvandreres støtte til terror",2,"I. Liberal Alliance","Capital region","Male",54,"35-54",TRUE,"right",FALSE,FALSE,FALSE,"Deres egen selvfedme",0,1,0,-4,-2,0,-1,-2,0,0,0,-3,-1,0,4,2,1,1,1,1
5700158176,0,0,0.576652232053,"Politisk utroværdighed","Klimaet","?",7,7,6,4,3,3,1,1,7,7,5,4,4,3,4,4,0,"Klimaet","Klimaet","Klimaet",NA,"Ved ikke","Capital region","Female",77,"55+",TRUE,"other",TRUE,TRUE,TRUE,NA,0,0,0,0,0,-1,0,1,0,3,3,0,0.5,3,7,3,1,7,3.5,4
5700186176,0,0,0.643393365977,"Integration","","",6,4,NA,1,NA,NA,1,1,7,5,NA,1,3,4,4,1,0,"Inflation","Invandrer","Klima",NA,"Ved ikke","Capital region","Female",39,"35-54",TRUE,"other",FALSE,TRUE,FALSE,NA,0,0,1,1,1,NA,0,NA,NA,3,0,1,NA,1.5,5,NA,1,6,NA,2.5
5700186178,1,37.201,1.31931356257,"Renten","","",4,2,2,2,1,2,1,1,4,3,4,2,1,2,1,1,NA,"Renteniveauet","Priserne","Dyr strøm",NA,"Vil stemme blankt","Middle Jutland","Male",71,"55+",FALSE,"other",FALSE,FALSE,FALSE,"Klima",1,0,0,0,1,2,0,0,0,0,0,0.5,0,0,3,1.5,1,3.5,1.5,1
5700186388,0,0,1.17405547735,"Klimaforandringer","Inflation","Krig i Ukraine",5,6,5,4,5,4,3,3,6,5,5,4,4,4,2,4,0,"Klima","","",1,"A. Socialdemokratiet","Zealand","Male",28,"18-34",FALSE,"left",TRUE,TRUE,TRUE,NA,0,0,0,1,-1,0,0,-1,0,-1,1,0,-0.5,0,5.5,4.5,3,5.5,4,3
5700231026,1,3.197,1.25612305182,"Klima","Sundhed","uddannelse",6,2,7,4,5,5,1,1,5,2,7,4,5,5,1,1,NA,"Energi","Uddannelse","Sundhed",1,"B. Radikale Venstre","Zealand","Male",45,"35-54",FALSE,"left",TRUE,FALSE,TRUE,"Ved ikke",0,0,-1,-1,0,0,0,0,0,0,0,-0.5,0,0,4,5,1,3.5,5,1
5700231046,1,21.862,1.2562057319,"Manglende ressourcer til psykiatrien","Socialt udsatte dårligt stillede","Økonomi",4,5,3,3,2,3,1,1,3,4,4,3,2,3,3,1,NA,"Velfærd systemet","Klima","Psykiatrien",1,"Ø. Enhedslisten - De Rød-Grønne","Zealand","Female",53,"35-54",FALSE,"left",FALSE,TRUE,FALSE,"Klima",1,0,1,-1,-1,1,0,0,0,2,0,-1,0,1,4.5,2.5,1,3.5,2.5,2
5700231056,1,15.928,0.643393365977,"Alt for høje fødevarepriser","Alt for høje el-priser","De løgnagtige og korrupte polikere/embedsfolk/frimurerne.",7,7,7,3,1,5,1,4,2,1,7,5,1,1,1,4,NA,"Monarkens selvbestaltede, egenrådige magt via grundloven","Politiker lønninger","Utroværdige politikere",NA,"Vil stemme blankt","Capital region","Female",43,"35-54",TRUE,"other",FALSE,FALSE,FALSE,"De kæmper for byggeri af alle nye motorveje.",1,0,0,-5,-6,0,2,0,-4,0,0,-5.5,-2,0,7,3,2.5,1.5,1,2.5
5700252314,0,0,1.25612305182,"Mangel på arbejdskraft","Alt for høje skatter","Mangel på offentlighed i forvaltningen og regeringen",7,1,4,1,2,3,1,1,1,1,6,2,2,2,1,1,0,"Alt for høj beskatning","Ringe vilkår for erhvervslivet","Udsigt til alt for høje energipriser",2,"I. Liberal Alliance","Zealand","Male",41,"35-54",FALSE,"right",FALSE,FALSE,FALSE,NA,0,0,0,-6,0,2,1,0,-1,0,0,-3,-0.5,0,4,2.5,1,1,2,1
5700252322,1,13.757,1.3380885417,"Velfærd","Fritid","Pensionsalder",5,5,5,3,5,5,4,1,5,5,5,NA,4,4,2,1,NA,"Krig i Ukraine","Klima","",NA,"Ved ikke","Southern Denmark","Male",41,"35-54",FALSE,"other",FALSE,TRUE,FALSE,"Ved ikke",0,0,1,0,0,0,NA,-1,-1,-2,0,0,-1,-1,5,5,2.5,5,4,1.5
5700252328,1,19.931,1.0899667967,"Fortsat muslimsk indvandring","Muslimsk indflydelse på samfundet","Dårlig kvalitet af uddannelsessystemet",6,5,4,4,4,4,7,1,7,4,3,4,3,3,7,1,NA,"Muslimer","Voldelige muslimer","Stupide muslimer",2,"O. Dansk Folkeparti","Zealand","Male",59,"55+",FALSE,"right",FALSE,FALSE,FALSE,"Anlægning af nye motorveje.",1,0,0,1,-1,-1,0,-1,-1,0,0,0,-1,0,5.5,4,4,5.5,3,4
5700252332,1,139.479,0.643393365977,"Psykiatrien","Sundhedsvæsenet","Udsatte børn og unge",6,5,5,2,2,4,3,4,5,6,4,2,4,5,1,5,NA,"Hvordan velfærdsstaten skal indrettes","Problemerne i psykiatrien","Problemerne i sundhedssektoren",NA,"Ved ikke","Capital region","Female",35,"35-54",TRUE,"other",FALSE,FALSE,FALSE,"At der ikke skal laves flere motorveje pga. klimaet",1,0,0,-1,1,-1,0,2,1,-2,1,0,1.5,-0.5,5.5,3,3.5,5.5,4.5,3
5700276930,1,26.652,1.50203960092,"velfærdsmigrater","regeringen","Besparelser",1,1,7,2,1,1,1,1,1,1,4,2,2,2,1,1,NA,"velfærdsmigration","dårlig ældrepleje","dårligt sundhedsvæsen",2,"O. Dansk Folkeparti","North Jutland","Male",47,"35-54",FALSE,"right",FALSE,FALSE,FALSE,"bygning sf nye motorveje",1,0,0,0,0,-3,0,1,1,0,0,0,1,0,1,1,1,1,2,1
5700277198,1,102.364,1.07403862654,"immigration","økonomi","velfær",7,7,NA,2,2,4,1,1,7,5,2,2,2,4,1,1,NA,"indvandring","økonomi","klima",NA,"Har ikke stemmeret","Middle Jutland","Female",45,"35-54",FALSE,"other",FALSE,TRUE,FALSE,"klima",1,0,1,0,-2,NA,0,0,0,0,0,-1,0,0,7,3,1,6,3,1
5700277200,0,0,1.19325635006,"Bruger for mange penge på Ukraine","At man ikke er kritisk over for Israel","Bruger for få penge på det danske samfund",4,4,4,3,3,3,1,1,1,4,4,3,3,3,1,1,0,"For meget støtte til Ukraine","For meget støtte til erhvervslivet","For meget støtte til kulturelle aktiviteter",1,"A. Socialdemokratiet","Southern Denmark","Male",59,"55+",FALSE,"left",FALSE,FALSE,FALSE,NA,0,0,0,-3,0,0,0,0,0,0,0,-1.5,0,0,4,3,1,2.5,3,1
5700277204,0,0,1.03086538673,"sundhed","forureing","krig",7,5,3,4,4,4,1,1,5,5,3,3,3,4,2,2,0,"klima","sundhed","trivsel",2,"V. Venstre, Danmarks Liberale Parti","North Jutland","Female",45,"35-54",FALSE,"right",FALSE,TRUE,FALSE,NA,0,0,1,-2,0,0,-1,-1,0,1,1,-1,-0.5,1,6,4,1,5,3.5,2
5700277212,1,7.978,1.31931356257,"migranter","forsvar","EU",1,2,1,1,1,2,1,1,1,4,1,1,1,1,1,1,NA,"Islam","Rusland/Kina","EU",2,"D. Nye Borgerlige","Middle Jutland","Male",58,"55+",FALSE,"right",FALSE,FALSE,FALSE,"Endnu en flok klimatosser, der synes at deres mærkesag med vold og magt skal mases ned i halsen på folk !!!",1,0,0,0,2,0,0,0,-1,0,0,1,-0.5,0,1.5,1.5,1,2.5,1,1
5700322770,0,0,1.07403862654,"Utilstrækkelig velfærd","Trygheden er væk","Social ulighed",6,7,6,3,3,2,1,2,7,6,6,3,3,3,1,4,0,"Mangel på tryghed generelt - men meget i Sundhedsvæsenet i al fald.","Social ulighed","Krig i Europa",1,"Ø. Enhedslisten - De Rød-Grønne","Middle Jutland","Female",54,"35-54",FALSE,"left",FALSE,FALSE,FALSE,NA,0,0,0,1,-1,0,0,0,1,0,2,0,0.5,1,6.5,2.5,1.5,6.5,3,2.5
5700343952,0,0,1.25078343713,"Inflation","Klima krise","Indvandrere",7,6,6,3,3,4,1,4,7,6,4,3,4,5,2,4,0,"Inflation","Klima","Krigen i Ukraine",2,"Æ. Danmarksdemokraterne - Inger Støjberg","Middle Jutland","Male",38,"35-54",FALSE,"right",TRUE,TRUE,TRUE,NA,0,0,0,0,0,-2,0,1,1,1,0,0,1,0.5,6.5,3.5,2.5,6.5,4.5,3
